Description	Outer_Iteration	Inner_Iteration	Algorithm	Features
breast-cancer	4	2	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	deg-malig,irradiat,breast-quad_4,breast-quad_2,tumor-size,breast-quad_1,breast,breast-quad_3,breast-quad_5,node-caps,menopause_2,menopause_1,inv-nodes,age
breast-cancer	4	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	irradiat,deg-malig,node-caps,inv-nodes,tumor-size,breast-quad_3,breast-quad_1,breast-quad_4,menopause_2,menopause_1,breast-quad_2,breast,breast-quad_5,age
breast-cancer	4	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	deg-malig,irradiat,menopause_2,breast-quad_3,breast,breast-quad_4,tumor-size,node-caps,breast-quad_5,breast-quad_1,menopause_1,breast-quad_2,inv-nodes,age
breast-cancer	4	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	deg-malig,breast-quad_5,irradiat,breast-quad_1,node-caps,tumor-size,menopause_1,breast,breast-quad_4,menopause_2,breast-quad_3,breast-quad_2,age,inv-nodes
breast-cancer	4	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	tumor-size,age,deg-malig,inv-nodes,breast,irradiat,node-caps,breast-quad_3,menopause_2,breast-quad_2,breast-quad_5,breast-quad_4,breast-quad_1,menopause_1
breast-cancer	4	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	breast-quad_1,node-caps,irradiat,breast-quad_2,deg-malig,breast-quad_3,menopause_2,breast-quad_4,menopause_1,age,breast,inv-nodes,tumor-size,breast-quad_5
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	deg-malig,irradiat,inv-nodes,node-caps,tumor-size,breast,breast-quad_4,breast-quad_2,age,breast-quad_1,menopause_2,breast-quad_3,breast-quad_5,menopause_1
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	deg-malig,irradiat,inv-nodes,breast-quad_3,tumor-size,breast-quad_1,breast,breast-quad_2,breast-quad_5,breast-quad_4,menopause_2,menopause_1,node-caps,age
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	deg-malig,breast-quad_2,breast-quad_3,tumor-size,breast-quad_4,breast,breast-quad_1,breast-quad_5,age,menopause_2,menopause_1,inv-nodes,irradiat,node-caps
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	deg-malig,irradiat,breast-quad_3,menopause_2,breast-quad_2,inv-nodes,breast,breast-quad_5,node-caps,breast-quad_1,tumor-size,breast-quad_4,age,menopause_1
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	deg-malig,irradiat,inv-nodes,breast-quad_3,tumor-size,breast-quad_1,breast,breast-quad_2,breast-quad_5,breast-quad_4,menopause_2,menopause_1,node-caps,age
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	deg-malig,irradiat,inv-nodes,node-caps,tumor-size,breast,breast-quad_4,breast-quad_2,age,breast-quad_1,menopause_2,breast-quad_3,breast-quad_5,menopause_1
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	deg-malig,irradiat,breast,breast-quad_3,inv-nodes,node-caps,tumor-size,menopause_2,breast-quad_5,breast-quad_4,menopause_1,breast-quad_1,age,breast-quad_2
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	deg-malig,tumor-size,irradiat,node-caps,age,menopause_1,breast-quad_5,breast-quad_4,menopause_2,breast,breast-quad_3,breast-quad_1,breast-quad_2,inv-nodes
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	tumor-size,deg-malig,age,inv-nodes,breast-quad_3,irradiat,breast,node-caps,breast-quad_2,menopause_2,breast-quad_5,breast-quad_4,breast-quad_1,menopause_1
breast-cancer	4	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	deg-malig,node-caps,breast-quad_3,breast-quad_2,breast,irradiat,menopause_2,age,breast-quad_1,inv-nodes,breast-quad_4,tumor-size,menopause_1,breast-quad_5
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	node-caps,deg-malig,inv-nodes,irradiat,age,menopause_2,menopause_1,tumor-size,breast-quad_3,breast,breast-quad_5,breast-quad_1,breast-quad_4,breast-quad_2
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	node-caps,deg-malig,inv-nodes,breast-quad_3,tumor-size,breast-quad_1,breast,breast-quad_2,breast-quad_5,breast-quad_4,menopause_2,menopause_1,irradiat,age
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	node-caps,deg-malig,breast-quad_4,breast-quad_3,age,breast-quad_1,breast,breast-quad_2,breast-quad_5,menopause_1,menopause_2,irradiat,inv-nodes,tumor-size
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	menopause_2,deg-malig,breast-quad_3,inv-nodes,node-caps,breast-quad_2,breast,age,irradiat,breast-quad_4,breast-quad_1,breast-quad_5,menopause_1,tumor-size
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	node-caps,deg-malig,inv-nodes,breast-quad_3,tumor-size,breast-quad_1,breast,breast-quad_2,breast-quad_5,breast-quad_4,menopause_2,menopause_1,irradiat,age
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	node-caps,deg-malig,inv-nodes,irradiat,menopause_2,age,menopause_1,tumor-size,breast-quad_3,breast,breast-quad_5,breast-quad_1,breast-quad_4,breast-quad_2
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	inv-nodes,node-caps,deg-malig,menopause_2,breast-quad_3,breast-quad_4,irradiat,menopause_1,breast,breast-quad_1,breast-quad_5,tumor-size,breast-quad_2,age
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	inv-nodes,breast,node-caps,breast-quad_1,deg-malig,irradiat,age,breast-quad_2,menopause_2,breast-quad_5,breast-quad_4,breast-quad_3,tumor-size,menopause_1
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	inv-nodes,tumor-size,deg-malig,age,node-caps,breast,menopause_2,breast-quad_3,irradiat,breast-quad_2,breast-quad_5,breast-quad_1,breast-quad_4,menopause_1
breast-cancer	5	1	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	node-caps,deg-malig,breast-quad_3,breast-quad_4,inv-nodes,breast-quad_5,breast-quad_2,breast-quad_1,breast,irradiat,menopause_2,age,tumor-size,menopause_1
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	deg-malig,node-caps,menopause_2,menopause_1,breast,inv-nodes,age,breast-quad_1,irradiat,breast-quad_2,breast-quad_4,breast-quad_5,breast-quad_3,tumor-size
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	deg-malig,breast-quad_2,breast-quad_3,tumor-size,breast-quad_4,breast,breast-quad_1,breast-quad_5,node-caps,inv-nodes,menopause_2,menopause_1,irradiat,age
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	deg-malig,breast-quad_2,breast-quad_3,tumor-size,breast-quad_4,breast,breast-quad_1,breast-quad_5,age,inv-nodes,menopause_2,menopause_1,irradiat,node-caps
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	menopause_2,deg-malig,breast-quad_3,breast-quad_4,breast-quad_2,age,breast-quad_5,breast,irradiat,inv-nodes,breast-quad_1,node-caps,tumor-size,menopause_1
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	deg-malig,breast-quad_2,breast-quad_3,tumor-size,breast-quad_4,breast,breast-quad_1,breast-quad_5,node-caps,inv-nodes,menopause_2,menopause_1,irradiat,age
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	deg-malig,node-caps,menopause_2,inv-nodes,menopause_1,age,breast,breast-quad_1,irradiat,breast-quad_2,tumor-size,breast-quad_4,breast-quad_5,breast-quad_3
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	deg-malig,menopause_2,age,tumor-size,breast-quad_5,breast-quad_4,breast,breast-quad_3,node-caps,irradiat,breast-quad_1,menopause_1,inv-nodes,breast-quad_2
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	irradiat,deg-malig,inv-nodes,breast-quad_1,breast-quad_4,age,breast-quad_5,tumor-size,menopause_2,breast,node-caps,breast-quad_3,breast-quad_2,menopause_1
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	tumor-size,deg-malig,age,inv-nodes,breast-quad_3,node-caps,menopause_2,breast,irradiat,breast-quad_5,breast-quad_2,breast-quad_4,breast-quad_1,menopause_1
breast-cancer	5	2	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	node-caps,breast-quad_1,deg-malig,breast,breast-quad_4,menopause_2,breast-quad_3,menopause_1,age,breast-quad_5,tumor-size,breast-quad_2,irradiat,inv-nodes
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/arff/weka/Correlation/default	deg-malig,node-caps,inv-nodes,irradiat,age,menopause_2,breast,breast-quad_3,menopause_1,breast-quad_2,breast-quad_4,breast-quad_5,breast-quad_1,tumor-size
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/arff/weka/GainRatio/default	deg-malig,breast-quad_2,breast-quad_3,tumor-size,breast-quad_4,breast,breast-quad_1,breast-quad_5,node-caps,inv-nodes,menopause_2,menopause_1,irradiat,age
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/arff/weka/OneR/default	tumor-size,breast-quad_4,breast-quad_2,breast-quad_1,breast,breast-quad_3,breast-quad_5,age,menopause_1,menopause_2,irradiat,deg-malig,node-caps,inv-nodes
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/arff/weka/ReliefF/default	menopause_2,breast-quad_3,deg-malig,inv-nodes,breast,age,node-caps,irradiat,breast-quad_4,breast-quad_1,breast-quad_5,breast-quad_2,menopause_1,tumor-size
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/arff/weka/SymmetricalUncertainty/default	deg-malig,breast-quad_2,breast-quad_3,tumor-size,breast-quad_4,breast,breast-quad_1,breast-quad_5,node-caps,inv-nodes,menopause_2,menopause_1,irradiat,age
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/kruskal.test/default	deg-malig,node-caps,inv-nodes,irradiat,age,menopause_2,breast,breast-quad_3,menopause_1,breast-quad_2,tumor-size,breast-quad_4,breast-quad_5,breast-quad_1
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/tsv/mlr/randomForestSRC.rfsrc/default	deg-malig,age,breast,node-caps,menopause_2,irradiat,breast-quad_3,inv-nodes,breast-quad_4,tumor-size,menopause_1,breast-quad_2,breast-quad_5,breast-quad_1
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/mutual_info/default	menopause_2,tumor-size,deg-malig,node-caps,irradiat,breast-quad_1,breast-quad_4,breast,breast-quad_5,breast-quad_3,breast-quad_2,age,inv-nodes,menopause_1
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	tumor-size,deg-malig,age,inv-nodes,breast,node-caps,breast-quad_3,irradiat,menopause_2,breast-quad_2,breast-quad_5,breast-quad_4,breast-quad_1,menopause_1
breast-cancer	5	3	/AlgorithmScripts/FeatureSelection/tsv/sklearn/svm_rfe/default	node-caps,deg-malig,breast-quad_3,irradiat,breast,breast-quad_5,breast-quad_1,breast-quad_4,age,tumor-size,menopause_2,menopause_1,breast-quad_2,inv-nodes
